,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,Ciudad Bolivar,8.1222,-63.5497,78.87,65,100,16.28,VE,1612662276
348,Mayor Pablo Lagerenza,-19.9309,-60.7718,73.62,43,0,3.42,PY,1612662277
349,Ndola,-12.9587,28.6366,63.09,98,100,2.26,ZM,1612662278
350,Hofn,64.2539,-15.2082,32.36,92,91,19.08,IS,1612662250
351,San Rafael del Sur,11.8485,-86.4384,84.2,61,20,6.91,NI,1612662281
352,Shaowu,27.3409,117.4831,67.75,60,0,2.39,CN,1612662283
353,Shakawe,-18.3667,21.85,67.8,95,77,3.78,BW,1612662284
354,Severo-Kuril'sk,50.6789,156.125,22.71,93,93,21.92,RU,1612662286
355,Leopold,-38.1833,144.4667,64.99,68,90,14.97,AU,1612662287
356,Hamilton,39.1834,-84.5333,30.99,59,1,6.91,US,1612662177
357,College,64.8569,-147.8028,-5.01,77,90,1.57,US,1612662290
358,Gudibanda,13.6694,77.6983,55.4,88,79,1.14,IN,1612662291
359,Kitama,-10.7167,39.7333,75.2,100,20,9.22,TZ,1612662293
360,Nerchinskiy Zavod,51.3088,119.61,-11.6,86,89,0.81,RU,1612662294
361,Takoradze,4.8845,-1.7554,79.57,86,0,11.9,GH,1612662295
362,Peniche,39.3558,-9.3811,52.0,69,0,11.99,PT,1612662297
363,Fremont,37.5483,-121.9886,64.4,63,1,5.75,US,1612662209
364,São Borja,-28.6606,-56.0044,66.24,71,0,7.23,BR,1612662300
365,Ilulissat,69.2167,-51.1,24.8,39,0,31.07,GL,1612662247
366,Eyl,7.9803,49.8164,74.07,85,27,11.81,SO,1612662303
367,Ranong,9.9658,98.6348,82.4,65,0,3.44,TH,1612662304
368,Yulara,-25.2406,130.9889,86.0,23,1,17.27,AU,1612662015
369,Hirara,24.8,125.2833,69.8,67,0,7.31,JP,1612662038
370,Luoyang,34.6836,112.4536,51.96,39,100,12.3,CN,1612662309
371,La Asuncion,11.0333,-63.8628,76.21,84,100,14.58,VE,1612662310
372,Tomatlán,19.9333,-105.25,67.59,91,0,2.77,MX,1612662016
373,Airai,-8.9266,125.4092,72.81,74,72,5.39,TL,1612662240
374,Punta Alta,-38.8759,-62.0736,65.97,72,53,21.47,AR,1612662314
375,Lavrentiya,65.5833,-171.0,-9.98,79,0,1.74,RU,1612662316
376,Rocha,-34.4833,-54.3333,63.48,94,3,4.12,UY,1612662317
377,Lamar,33.6668,-95.5836,41.0,93,90,14.97,US,1612662319
378,Garden City,42.3256,-83.331,18.0,62,90,10.36,US,1612662320
379,Gornopravdinsk,60.05,69.9,34.16,91,100,11.81,RU,1612662322
380,Pontes e Lacerda,-15.2261,-59.3353,73.13,77,7,1.32,BR,1612662323
381,Uíge,-7.6087,15.0613,67.91,97,100,1.83,AO,1612662324
382,Igarka,67.4667,86.5833,-22.47,84,2,10.69,RU,1612662241
383,Lompoc,34.6391,-120.4579,60.8,63,1,9.22,US,1612662327
384,El Paso,31.8001,-106.2005,60.8,9,1,9.22,US,1612662090
385,Aykhal,66.0,111.5,-31.83,82,27,8.75,RU,1612662330
386,Boende,-0.2167,20.8667,72.91,87,0,1.95,CD,1612662332
387,Maragogi,-9.0122,-35.2225,77.18,86,93,7.36,BR,1612662333
388,Kalmunai,7.4167,81.8167,77.86,87,24,7.94,LK,1612662334
389,Warrnambool,-38.3833,142.4833,64.99,70,100,12.97,AU,1612662336
390,Kosh-Agach,50.0,88.6667,-1.82,85,0,1.81,RU,1612662337
391,Umluj,25.0213,37.2685,67.75,49,0,18.84,SA,1612662339
392,Kirillov,59.863,38.3813,3.81,94,100,6.8,RU,1612662340
393,Galle,6.0367,80.217,76.44,87,48,4.94,LK,1612662342
394,Port Lincoln,-34.7333,135.8667,62.55,67,99,12.08,AU,1612662343
395,Tema,5.667,-0.0166,82.4,89,20,9.22,GH,1612662345
396,Alexandria,31.2156,29.9553,58.51,87,6,0.83,EG,1612662330
397,Viedma,-40.8135,-62.9967,63.0,69,100,17.25,AR,1612662347
398,Luján,-34.5703,-59.105,75.0,78,0,4.76,AR,1612662349
399,Bosaso,11.2842,49.1816,72.48,77,51,4.07,SO,1612662350
400,Pimentel,-6.8367,-79.9342,70.0,87,100,4.0,PE,1612662352
401,Postoloprty,50.3598,13.7029,26.01,95,100,18.99,CZ,1612662353
402,Ambilobe,-13.2,49.05,72.72,94,99,2.75,MG,1612662355
403,Pitsunda,43.1592,40.3378,44.6,87,90,11.18,GE,1612662356
404,Selfoss,63.9331,-20.9971,35.6,44,0,16.11,IS,1612662357
405,Moerai,-22.4333,-151.3333,81.95,69,1,10.02,PF,1612662359
406,Ransang,8.9603,117.5828,83.37,64,100,3.87,PH,1612662360
407,Muş Province,39.0,41.75,14.4,90,0,4.94,TR,1612662362
408,Bonavista,48.6499,-53.1147,41.0,100,89,6.91,CA,1612662363
409,Talnakh,69.4865,88.3972,-29.16,72,0,1.81,RU,1612662365
410,Praia da Vitória,38.7333,-27.0667,60.8,82,20,13.76,PT,1612662366
411,Whitianga,-36.8333,175.7,69.24,59,56,8.46,NZ,1612662368
412,Kitimat,54.0524,-128.6534,33.01,94,97,2.3,CA,1612662166
413,Atbasar,51.8,68.3333,9.59,93,100,26.04,KZ,1612662370
414,West Wendover,40.7391,-114.0733,53.6,22,1,28.77,US,1612662372
415,Canchungo,12.0672,-16.0333,66.2,68,0,6.91,GW,1612662373
416,Saint-Joseph,-21.3667,55.6167,78.8,69,40,6.91,RE,1612662375
417,Manaure,11.7751,-72.4445,77.85,69,100,19.1,CO,1612662376
418,Kumylzhenskaya,49.8809,42.5898,10.99,81,100,5.99,RU,1612662378
419,Lundazi,-12.2929,33.1782,63.99,90,100,3.31,ZM,1612662379
420,Ust'-Ilimsk,58.0006,102.6619,14.97,95,100,9.51,RU,1612662381
421,Ketchikan,55.3422,-131.6461,37.4,80,90,8.05,US,1612662382
422,Tiksi,71.6872,128.8694,-25.76,84,100,5.35,RU,1612662248
423,Yeppoon,-23.1333,150.7333,95.0,46,75,5.75,AU,1612662385
424,Mattru,7.6244,-11.8332,74.89,82,50,2.13,SL,1612662386
425,Mollendo,-17.0231,-72.0147,70.93,81,100,3.91,PE,1612662388
426,Warrensburg,38.7628,-93.7361,17.6,85,1,8.05,US,1612662389
427,Deep River,46.1001,-77.4995,15.8,73,40,4.61,CA,1612662391
428,Bandarbeyla,9.4942,50.8122,74.75,82,7,11.14,SO,1612662379
429,Itarema,-2.9248,-39.9167,77.86,83,66,9.37,BR,1612662393
430,Korla,41.7597,86.1469,27.3,83,59,2.01,CN,1612662395
431,Quatre Cocos,-20.2078,57.7625,75.0,86,0,3.0,MU,1612662396
432,Port-Gentil,-0.7193,8.7815,81.5,79,99,13.78,GA,1612662398
433,Arman',59.7,150.1667,12.54,87,100,15.52,RU,1612662399
434,Russell,32.3502,-85.1999,42.8,87,90,5.75,US,1612662400
435,La Ronge,55.1001,-105.2842,-23.8,62,43,5.75,CA,1612662402
436,Lircay,-12.9896,-74.7205,51.13,74,85,1.28,PE,1612662403
437,Bowen,-20.0167,148.2333,87.8,66,40,6.91,AU,1612662405
438,Diamantino,-14.4086,-56.4461,75.56,76,94,1.66,BR,1612662406
439,Huicungo,-7.2833,-76.8,72.48,92,100,1.57,PE,1612662408
440,Kargasok,59.0556,80.8572,32.7,96,100,14.27,RU,1612662409
441,Oskarshamn,57.2645,16.4484,19.0,86,90,6.91,SE,1612662410
442,Machico,32.7,-16.7667,57.2,72,40,12.66,PT,1612662412
443,Mpika,-11.8343,31.4529,62.33,98,100,4.74,ZM,1612662413
444,Vila Velha,-20.3297,-40.2925,82.99,83,75,9.22,BR,1612662415
445,Gijang,35.2442,129.2139,46.4,76,0,3.44,KR,1612662416
446,Iracoubo,5.4802,-53.2011,76.96,88,100,13.44,GF,1612662418
447,Strezhevoy,60.7333,77.5889,33.8,93,90,13.42,RU,1612662419
448,Tula,54.2044,37.6111,-7.2,90,75,10.09,RU,1612662121
449,Arona,28.0996,-16.681,61.0,72,20,8.05,ES,1612662422
450,Maraã,-1.8333,-65.3667,75.0,97,99,1.92,BR,1612662423
451,Huanren,41.2647,125.3667,19.69,83,0,4.05,CN,1612662425
452,Zhovti Vody,48.3473,33.5003,19.4,73,0,8.95,UA,1612662426
453,Pecos,31.4229,-103.4932,53.6,13,1,6.91,US,1612662427
454,Paoua,7.2427,16.4406,66.15,27,81,4.21,CF,1612662429
455,Sal Rei,16.1833,-22.9167,68.0,60,90,19.57,CV,1612662430
456,Dawei,14.0833,98.2,81.61,43,6,2.71,MM,1612662432
457,Ryōtsu-minato,38.0833,138.4333,44.6,87,75,12.66,JP,1612662433
458,Barabash,43.2,131.4833,12.2,48,0,13.42,RU,1612662435
459,Rawson,-43.3002,-65.1023,58.26,69,32,19.86,AR,1612662365
460,Dicabisagan,17.0818,122.4157,79.95,77,66,4.07,PH,1612662437
461,Mackenzie,55.2999,-123.1698,-2.2,65,1,3.44,CA,1612662439
462,Kunming,25.0389,102.7183,54.0,76,75,4.47,CN,1612662181
463,Palāsa,18.7667,84.4167,69.24,57,0,4.65,IN,1612662442
464,Labuhan,-6.8844,112.2051,83.25,77,3,12.88,ID,1612662443
465,Kirovskiy,45.0917,133.5136,-0.36,90,100,4.88,RU,1612662444
466,Goubellat,36.5418,9.6633,60.8,63,20,5.75,TN,1612662446
467,Hualmay,-11.0964,-77.6139,70.93,78,100,7.43,PE,1612662267
468,Seymchan,62.8833,152.4333,-12.41,85,100,3.15,RU,1612662449
469,Bubaque,11.2833,-15.8333,78.51,53,51,23.53,GW,1612662450
470,Arlit,18.7369,7.3853,61.77,26,20,5.46,NE,1612662451
471,Mitsamiouli,-11.3847,43.2844,81.77,75,98,6.93,KM,1612662453
472,Port Keats,-14.25,129.55,87.85,66,92,14.34,AU,1612662454
473,Santa Cruz de la Sierra,-17.8,-63.1667,77.0,73,0,5.75,BO,1612662456
474,Fabrica,13.49,123.294,84.24,67,17,9.01,PH,1612662457
475,Kandara,25.7191,73.2765,53.73,40,0,6.91,IN,1612662459
476,Nago,26.5881,127.9761,69.8,88,40,6.91,JP,1612662460
477,Kipushi,-11.7667,27.2333,63.23,98,100,3.38,CD,1612662461
478,Nabire,-3.3667,135.4833,79.72,77,100,0.83,ID,1612662258
479,Ilhabela,-23.7781,-45.3581,72.43,76,3,0.92,BR,1612662464
480,Moindou,-21.6924,165.677,87.8,62,40,10.36,NC,1612662466
481,Dombarovskiy,50.7587,59.5386,6.04,92,98,18.05,RU,1612662467
482,Oromocto,45.8351,-66.4792,24.8,80,20,6.91,CA,1612662468
483,Forsytheganj,52.6333,29.7333,0.16,93,3,5.37,BY,1612662470
484,Vardø,70.3705,31.1107,26.91,92,100,29.37,NO,1612662452
485,Katsuura,35.1333,140.3,55.0,66,20,5.75,JP,1612662253
486,Dunedin,-45.8742,170.5036,61.0,76,0,28.01,NZ,1612662474
487,Adrar,20.5022,-10.0711,55.71,42,76,11.27,MR,1612662476
488,Kieta,-6.2167,155.6333,86.18,70,29,9.46,PG,1612662477
489,Bayshore Gardens,27.4253,-82.5904,73.4,83,1,17.27,US,1612662478
490,Lüderitz,-26.6481,15.1594,67.42,70,0,22.7,NA,1612662480
491,Turbiv,49.3479,28.7212,16.3,95,100,6.91,UA,1612662481
492,Poyarkovo,49.6,128.6833,-14.89,87,92,6.38,RU,1612662483
493,Nantucket,41.2835,-70.0995,39.2,70,1,16.11,US,1612662484
494,Seoul,37.5683,126.9778,44.6,93,90,4.61,KR,1612662435
495,Orán,-23.1322,-64.326,79.0,78,92,1.54,AR,1612662487
496,Kotido,2.9806,34.1331,69.67,35,57,2.75,UG,1612662489
497,Mareeba,-17.0,145.4333,90.0,74,82,5.75,AU,1612662286
498,Mormugao,15.4,73.8,72.84,49,4,5.5,IN,1612662491
499,Cayenne,4.9333,-52.3333,77.0,100,90,8.05,GF,1612662477
500,Polunochnoye,60.8697,60.4153,-18.09,89,100,12.64,RU,1612662494
501,Tabas,33.5959,56.9244,46.4,27,23,6.91,IR,1612662426
502,Solwezi,-12.1688,26.3894,63.45,97,100,6.44,ZM,1612662497
503,San Roque,36.2107,-5.3842,53.6,76,75,16.11,ES,1612662498
504,Stonewall,50.1344,-97.3268,-20.0,69,1,10.36,CA,1612662500
505,Yarkovo,57.4028,67.0786,30.6,99,100,8.86,RU,1612662501
506,Tautira,-17.7333,-149.15,86.0,62,20,12.66,PF,1612662446
507,Alofi,-19.0595,-169.9187,86.0,70,100,12.66,NU,1612662504
508,Asău,46.4333,26.4,27.0,73,100,3.65,RO,1612662505
509,Kiryat Gat,31.61,34.7642,55.0,100,0,1.7,IL,1612662468
510,Iquitos,-3.7481,-73.2472,77.0,88,0,2.51,PE,1612662508
511,Enshi,30.3,109.4833,51.3,84,100,0.51,CN,1612662510
512,Bolgatanga,10.7856,-0.8514,80.94,20,0,7.0,GH,1612662511
513,Ixtapa,20.7,-105.2,72.0,78,40,5.75,MX,1612662449
514,San Jerónimo,-11.9472,-75.2829,51.64,74,88,3.33,PE,1612662514
515,Businga,3.3333,20.8833,68.95,41,0,1.83,CD,1612662515
516,Aksarka,66.5606,67.7975,-33.57,82,100,22.01,RU,1612662451
517,Freeport,40.6576,-73.5832,39.2,48,1,5.75,US,1612662263
518,Golden,39.7555,-105.2211,39.99,30,40,9.22,US,1612662389
519,Niquero,20.0431,-77.5828,77.74,81,0,17.02,CU,1612662354
520,Dulce Nombre de Culmí,15.1,-85.5333,69.42,91,7,1.72,HN,1612662522
521,Hangu,39.2489,117.7892,35.6,38,0,8.95,CN,1612662524
522,Agüimes,27.9054,-15.4461,60.01,82,40,5.75,ES,1612662525
523,Havre-St-Pierre,50.2334,-63.5986,28.4,100,90,29.93,CA,1612662527
524,Vernon,50.2581,-119.2691,35.6,75,89,4.61,CA,1612662528
525,Bloemhof,-27.6469,25.607,63.91,80,0,6.71,ZA,1612662530
526,Teluknaga,-6.0989,106.6381,84.99,83,75,13.8,ID,1612662531
527,Richmond,37.5538,-77.4603,45.0,49,75,5.75,US,1612662533
528,Faya,18.3851,42.4509,46.4,87,40,0.85,SA,1612662534
529,Oranjestad,12.524,-70.027,78.22,82,100,26.49,AW,1612662536
530,Kampot,10.6167,104.1833,75.2,94,40,1.14,KH,1612662537
531,Mahajanga,-15.7167,46.3167,77.0,94,40,2.3,MG,1612662539
532,Chissamba,-12.1667,17.3333,63.84,93,100,5.3,AO,1612662540
533,Carutapera,-1.195,-46.02,77.79,87,85,5.88,BR,1612662541
534,Huadian,42.9633,126.7478,8.78,88,40,3.78,CN,1612662543
535,Tadine,-21.55,167.8833,81.97,73,35,5.19,NC,1612662544
536,Saint-Pierre,-21.3393,55.4781,78.8,69,40,6.91,RE,1612662546
537,Bairiki Village,1.3292,172.9752,84.2,74,75,11.5,KI,1612662505
538,Dukat,62.55,155.55,-2.15,88,100,8.63,RU,1612662548
539,Sakakah,29.9697,40.2064,46.4,71,0,8.05,SA,1612662550
540,Harper,4.375,-7.7169,79.03,88,5,8.21,LR,1612662293
541,Necochea,-38.5473,-58.7368,60.01,82,2,11.56,AR,1612662553
542,Bacolod City,10.6667,122.95,83.82,71,68,13.38,PH,1612662554
543,Emerald,-23.5333,148.1667,98.01,46,75,5.75,AU,1612662555
544,Brae,60.3964,-1.353,33.8,60,90,17.27,GB,1612662557
545,Beloha,-25.1667,45.05,73.99,95,23,3.09,MG,1612662500
546,Wewak,-3.5534,143.6268,83.68,70,96,3.78,PG,1612662560
547,Coahuayana Viejo,18.7333,-103.6833,73.4,78,1,0.27,MX,1612662477
548,Matara,5.9485,80.5353,75.47,86,65,4.7,LK,1612662563
549,Maple Creek,49.9168,-109.4848,-7.6,71,100,4.61,CA,1612662564
550,Iralaya,15.0,-83.2333,78.58,82,0,11.77,HN,1612662565
551,Serenje,-13.2325,30.2352,61.84,96,100,2.93,ZM,1612662567
552,Yumen,40.2833,97.2,32.0,65,100,4.41,CN,1612662487
553,Kiruna,67.8557,20.2251,21.2,79,90,9.22,SE,1612662542
554,Minggang,32.4586,114.0486,56.89,52,0,7.72,CN,1612662571
555,Vigrestad,58.5667,5.7,12.0,78,0,9.57,NO,1612662572
556,Marfino,55.7028,37.3822,-0.99,78,75,11.18,RU,1612662574
557,Yuza,39.0,139.9167,37.83,90,100,13.91,JP,1612662575
558,Verkhnyaya Inta,65.9811,60.3094,-19.64,85,100,14.32,RU,1612662577
559,Baracoa,20.3467,-74.4958,75.96,86,50,4.54,CU,1612662578
560,Palmer,42.1584,-72.3287,25.0,54,20,4.43,US,1612662580
561,Merzifon,40.8733,35.4631,44.6,65,75,4.61,TR,1612662581
562,Koindu,8.4386,-10.3253,70.81,72,70,2.93,GN,1612662582
563,Idritsa,56.3316,28.8988,-0.65,93,5,5.12,RU,1612662584
564,Ferrol,43.4832,-8.2369,46.99,100,90,5.75,ES,1612662585
565,Manama,26.2154,50.5832,68.0,83,20,6.91,BH,1612662587
566,Alta Floresta,-9.8756,-56.0861,70.74,99,100,2.26,BR,1612662460
567,Chunoyar,57.4467,97.3217,16.48,96,100,4.79,RU,1612662590
568,Umm Hājar,13.2954,19.6966,60.85,27,71,10.4,TD,1612662591
569,Benjamín Hill,30.1667,-111.1,66.0,22,0,4.0,MX,1612662593
570,Sinnamary,5.3833,-52.95,77.22,87,98,13.56,GF,1612662349
571,Ust-Nera,64.5667,143.2,-20.11,77,30,5.39,RU,1612662595
572,Balakhta,55.38,91.6,11.37,95,94,1.92,RU,1612662597
573,Inverell,-29.7833,151.1167,86.0,55,14,5.01,AU,1612662598
574,Whitecourt,54.1502,-115.6855,-13.0,70,20,11.5,CA,1612662600
575,Charter Township of Clinton,42.587,-82.9199,18.0,67,90,9.22,US,1612662601
576,Portland,45.5234,-122.6762,46.99,87,90,16.11,US,1612662558
577,Royan,45.6285,-1.0281,42.8,87,0,8.05,FR,1612662604
578,Koslan,63.4564,48.8989,-22.88,83,65,10.87,RU,1612662605
579,Mezhdurechensk,53.6942,88.0603,21.02,95,37,3.96,RU,1612662445
580,Saryg-Sep,51.5,95.6,2.44,90,0,3.49,RU,1612662608
581,Dudinka,69.4058,86.1778,-36.06,80,0,8.75,RU,1612662610
